DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2020-10-04,30908,3C,P,1700,1800,"",2020-09-27T15:22:05Z
7,2020-10-04,33293,4B,P,1830,2000,EM,2020-09-27T15:22:05Z
7,2020-10-04,20901,4C,F,2400,2400,"",2020-09-27T15:22:05Z
7,2020-10-05,19866,1F,F,30,30,"",2020-09-28T13:04:29Z
7,2020-10-05,19160,1S,T,100,130,"",2020-09-28T13:04:29Z
7,2020-10-05,19206,1A,P,200,230,"",2020-09-28T13:04:29Z
7,2020-10-05,18429,4,F,400,400,"",2020-09-28T13:04:29Z
7,2020-10-05,18318,1B,T,430,730,Om,2020-09-28T13:04:29Z
7,2020-10-05,31323,2F,P,800,900,DM,2020-09-28T13:04:29Z
7,2020-10-05,31090,2A,P,930,1030,"",2020-09-28T13:04:29Z
7,2020-10-05,30166,2B,P,1100,1300,"",2020-09-28T13:04:29Z
7,2020-10-05,28850,3B,T,1330,1630,Dm,2020-09-28T13:04:29Z
7,2020-10-05,34196,3C,P,1700,1800,"",2020-09-28T13:04:29Z
7,2020-10-05,36758,4B,P,1830,2000,EM,2020-09-28T13:04:29Z
7,2020-10-05,22388,4C,F,2400,2400,"",2020-09-28T13:04:29Z
7,2020-10-06,21803,1F,F,30,30,"",2020-09-29T15:53:26Z
7,2020-10-06,20859,1S,T,100,130,"",2020-09-29T15:53:26Z
7,2020-10-06,20995,1A,P,200,230,"",2020-09-29T15:53:26Z
7,2020-10-06,20178,4,F,400,400,Om,2020-09-29T15:53:26Z
7,2020-10-06,20246,1B,T,430,730,"",2020-09-29T15:53:26Z
7,2020-10-06,32864,2F,P,800,900,DM,2020-09-29T15:53:26Z
7,2020-10-06,32392,2A,P,930,1030,"",2020-09-29T15:53:26Z
7,2020-10-06,31322,2B,P,1100,1300,"",2020-09-29T15:53:26Z
7,2020-10-06,29993,3B,T,1330,1630,Dm,2020-09-29T15:53:26Z
7,2020-10-06,35048,3C,P,1700,1800,"",2020-09-29T15:53:26Z
7,2020-10-06,37408,4B,P,1830,2000,EM,2020-09-29T15:53:26Z
7,2020-10-06,22747,4C,F,2400,2400,"",2020-09-29T15:53:26Z
7,2020-10-07,22148,1F,F,30,30,"",2020-09-30T10:33:00Z
7,2020-10-07,21101,1S,T,100,130,"",2020-09-30T10:33:00Z
7,2020-10-07,21217,1A,P,200,230,"",2020-09-30T10:33:00Z
7,2020-10-07,20462,4,F,400,400,"",2020-09-30T10:33:00Z
7,2020-10-07,20341,1B,T,430,730,Om,2020-09-30T10:33:00Z
7,2020-10-07,32489,2F,P,800,900,DM,2020-09-30T10:33:00Z
7,2020-10-07,32407,2A,P,930,1030,"",2020-09-30T10:33:00Z
7,2020-10-07,31218,2B,P,1100,1300,"",2020-09-30T10:33:00Z
7,2020-10-07,29848,3B,T,1330,1630,Dm,2020-09-30T10:33:00Z
7,2020-10-07,34980,3C,P,1700,1800,"",2020-09-30T10:33:00Z
7,2020-10-07,37177,4B,P,1830,2000,EM,2020-09-30T10:33:00Z
7,2020-10-07,22642,4C,F,2400,2400,"",2020-09-30T10:33:00Z
7,2020-10-08,21756,1F,F,30,30,"",2020-10-01T10:39:55Z
7,2020-10-08,20684,1S,T,100,130,"",2020-10-01T10:39:55Z
7,2020-10-08,20764,1A,P,200,230,"",2020-10-01T10:39:55Z
7,2020-10-08,19826,4,F,400,400,"",2020-10-01T10:39:55Z
7,2020-10-08,19731,1B,T,430,730,Om,2020-10-01T10:39:55Z
7,2020-10-08,32417,2F,P,800,900,DM,2020-10-01T10:39:55Z
7,2020-10-08,31735,2A,P,930,1030,"",2020-10-01T10:39:55Z
7,2020-10-08,30219,2B,P,1100,1300,"",2020-10-01T10:39:55Z
7,2020-10-08,29094,3B,T,1330,1630,Dm,2020-10-01T10:39:55Z
7,2020-10-08,34530,3C,P,1700,1800,"",2020-10-01T10:39:55Z
7,2020-10-08,37008,4B,P,1830,2000,EM,2020-10-01T10:39:55Z
7,2020-10-08,22646,4C,F,2400,2400,"",2020-10-01T10:39:55Z
7,2020-10-09,20868,1F,F,30,30,"",2020-10-02T12:12:44Z
7,2020-10-09,20176,1S,T,100,130,"",2020-10-02T12:12:44Z
7,2020-10-09,20349,1A,P,200,230,"",2020-10-02T12:12:44Z
7,2020-10-09,19773,4,F,400,400,Om,2020-10-02T12:12:44Z
7,2020-10-09,19866,1B,T,430,730,"",2020-10-02T12:12:44Z
7,2020-10-09,32205,2F,P,800,900,DM,2020-10-02T12:12:44Z
7,2020-10-09,31226,2A,P,930,1030,"",2020-10-02T12:12:44Z
7,2020-10-09,30553,2B,P,1100,1300,"",2020-10-02T12:12:44Z
7,2020-10-09,28536,3B,T,1330,1630,Dm,2020-10-02T12:12:44Z
7,2020-10-09,33859,3C,P,1700,1800,"",2020-10-02T12:12:44Z
7,2020-10-09,35922,4B,P,1830,2000,EM,2020-10-02T12:12:44Z
7,2020-10-09,22851,4C,F,2400,2400,"",2020-10-02T12:12:44Z
7,2020-10-10,21837,1F,F,30,30,"",2020-10-03T12:02:02Z
7,2020-10-10,20771,1S,T,100,130,"",2020-10-03T12:02:02Z
7,2020-10-10,20762,1A,P,200,230,"",2020-10-03T12:02:02Z
7,2020-10-10,19476,4,F,400,400,"",2020-10-03T12:02:02Z
7,2020-10-10,19384,1B,T,430,730,Om,2020-10-03T12:02:02Z
7,2020-10-10,27625,2F,P,800,900,"",2020-10-03T12:02:02Z
7,2020-10-10,28093,2A,P,930,1030,DM,2020-10-03T12:02:02Z
7,2020-10-10,27598,2B,P,1100,1300,"",2020-10-03T12:02:02Z
7,2020-10-10,25448,3B,T,1330,1630,Dm,2020-10-03T12:02:02Z
7,2020-10-10,31634,3C,P,1700,1800,"",2020-10-03T12:02:02Z
7,2020-10-10,33982,4B,P,1830,2000,EM,2020-10-03T12:02:02Z
7,2020-10-10,22240,4C,F,2400,2400,"",2020-10-03T12:02:02Z
7,2020-10-11,20769,1F,F,30,30,"",2020-10-04T12:32:04Z
7,2020-10-11,20204,1S,T,100,130,"",2020-10-04T12:32:04Z
7,2020-10-11,20195,1A,P,200,230,"",2020-10-04T12:32:04Z
7,2020-10-11,19175,4,F,400,400,"",2020-10-04T12:32:04Z
7,2020-10-11,18776,1B,T,430,730,Om,2020-10-04T12:32:04Z
7,2020-10-11,24954,2F,P,800,900,"",2020-10-04T12:32:04Z
7,2020-10-11,27340,2A,P,930,1030,"",2020-10-04T12:32:04Z
7,2020-10-11,27988,2B,P,1100,1300,DM,2020-10-04T12:32:04Z
7,2020-10-11,27566,3B,T,1330,1630,Dm,2020-10-04T12:32:04Z
7,2020-10-11,33296,3C,P,1700,1800,"",2020-10-04T12:32:04Z
7,2020-10-11,35127,4B,P,1830,2000,EM,2020-10-04T12:32:04Z
7,2020-10-11,21759,4C,F,2400,2400,"",2020-10-04T12:32:04Z
7,2020-10-12,21273,1F,F,30,30,"",2020-10-05T16:14:33Z
7,2020-10-12,20774,1S,T,100,130,"",2020-10-05T16:14:33Z
7,2020-10-12,21081,1A,P,200,230,"",2020-10-05T16:14:33Z
7,2020-10-12,20349,4,F,400,400,Om,2020-10-05T16:14:33Z
7,2020-10-12,20381,1B,T,430,730,"",2020-10-05T16:14:33Z
7,2020-10-12,33587,2F,P,800,900,"",2020-10-05T16:14:33Z
7,2020-10-12,33677,2A,P,930,1030,DM,2020-10-05T16:14:33Z
7,2020-10-12,32943,2B,P,1100,1300,"",2020-10-05T16:14:33Z
7,2020-10-12,31548,3B,T,1330,1630,Dm,2020-10-05T16:14:33Z
7,2020-10-12,36580,3C,P,1700,1800,"",2020-10-05T16:14:33Z
7,2020-10-12,39405,4B,P,1830,1930,EM,2020-10-05T16:14:33Z
7,2020-10-12,24040,4C,F,2400,2400,"",2020-10-05T16:14:33Z
7,2020-10-13,22690,1F,F,30,30,"",2020-10-06T16:12:39Z
7,2020-10-13,21911,1S,T,100,130,"",2020-10-06T16:12:39Z
7,2020-10-13,22051,1A,P,200,230,"",2020-10-06T16:12:39Z
7,2020-10-13,21415,4,F,400,400,Om,2020-10-06T16:12:39Z
7,2020-10-13,21597,1B,T,430,730,"",2020-10-06T16:12:39Z
7,2020-10-13,34262,2F,P,800,900,DM,2020-10-06T16:12:39Z
7,2020-10-13,33975,2A,P,930,1030,"",2020-10-06T16:12:39Z
7,2020-10-13,32187,2B,P,1100,1300,"",2020-10-06T16:12:39Z
7,2020-10-13,31480,3B,T,1330,1630,Dm,2020-10-06T16:12:39Z
7,2020-10-13,36528,3C,P,1700,1800,"",2020-10-06T16:12:39Z
7,2020-10-13,39368,4B,P,1830,1930,EM,2020-10-06T16:12:39Z
7,2020-10-13,23919,4C,F,2400,2400,"",2020-10-06T16:12:39Z
7,2020-10-14,22722,1F,F,30,30,"",2020-10-07T16:11:14Z
7,2020-10-14,21851,1S,T,100,130,"",2020-10-07T16:11:14Z
7,2020-10-14,22039,1A,P,200,230,"",2020-10-07T16:11:14Z
7,2020-10-14,21011,4,F,400,400,"",2020-10-07T16:11:14Z
7,2020-10-14,21000,1B,T,430,730,Om,2020-10-07T16:11:14Z
7,2020-10-14,33347,2F,P,800,900,DM,2020-10-07T16:11:14Z
7,2020-10-14,33282,2A,P,930,1030,"",2020-10-07T16:11:14Z
7,2020-10-14,32203,2B,P,1100,1300,"",2020-10-07T16:11:14Z
7,2020-10-14,31074,3B,T,1330,1630,Dm,2020-10-07T16:11:14Z
7,2020-10-14,37339,3C,P,1700,1800,"",2020-10-07T16:11:14Z
7,2020-10-14,39310,4B,P,1830,1930,EM,2020-10-07T16:11:14Z
7,2020-10-14,23979,4C,F,2400,2400,"",2020-10-07T16:11:14Z
7,2020-10-15,22673,1F,F,30,30,"",2020-10-08T15:53:42Z
7,2020-10-15,21968,1S,T,100,130,"",2020-10-08T15:53:42Z
7,2020-10-15,22322,1A,P,200,230,"",2020-10-08T15:53:42Z
7,2020-10-15,21201,4,F,400,400,"",2020-10-08T15:53:42Z
7,2020-10-15,21036,1B,T,430,730,Om,2020-10-08T15:53:42Z
7,2020-10-15,34280,2F,P,800,900,DM,2020-10-08T15:53:42Z
7,2020-10-15,34270,2A,P,930,1030,"",2020-10-08T15:53:42Z
7,2020-10-15,34265,2B,P,1100,1300,"",2020-10-08T15:53:42Z
7,2020-10-15,31830,3B,T,1330,1630,Dm,2020-10-08T15:53:42Z
7,2020-10-15,38088,3C,P,1700,1800,"",2020-10-08T15:53:42Z
7,2020-10-15,40142,4B,P,1830,1930,EM,2020-10-08T15:53:42Z
7,2020-10-15,24123,4C,F,2400,2400,"",2020-10-08T15:53:42Z
7,2020-10-16,22986,1F,F,30,30,"",2020-10-09T13:20:11Z
7,2020-10-16,22180,1S,T,100,130,"",2020-10-09T13:20:11Z
7,2020-10-16,22575,1A,P,200,230,"",2020-10-09T13:20:11Z
7,2020-10-16,21538,4,F,400,400,Om,2020-10-09T13:20:11Z
7,2020-10-16,21560,1B,T,430,730,"",2020-10-09T13:20:11Z
7,2020-10-16,34678,2F,P,800,900,"",2020-10-09T13:20:11Z
7,2020-10-16,34919,2A,P,930,1030,DM,2020-10-09T13:20:11Z
7,2020-10-16,34145,2B,P,1100,1300,"",2020-10-09T13:20:11Z
7,2020-10-16,31263,3B,T,1330,1630,Dm,2020-10-09T13:20:11Z
7,2020-10-16,36736,3C,P,1700,1800,"",2020-10-09T13:20:11Z
7,2020-10-16,38846,4B,P,1830,1930,EM,2020-10-09T13:20:11Z
7,2020-10-16,24147,4C,F,2400,2400,"",2020-10-09T13:20:11Z
7,2020-10-17,22808,1F,F,30,30,"",2020-10-10T12:10:11Z
7,2020-10-17,21931,1S,T,100,130,"",2020-10-10T12:10:11Z
7,2020-10-17,22200,1A,P,200,230,"",2020-10-10T12:10:11Z
7,2020-10-17,20719,4,F,400,400,"",2020-10-10T12:10:11Z
7,2020-10-17,20571,1B,T,430,730,Om,2020-10-10T12:10:11Z
7,2020-10-17,28794,2F,P,800,900,"",2020-10-10T12:10:11Z
7,2020-10-17,29550,2A,P,930,1030,DM,2020-10-10T12:10:11Z
7,2020-10-17,29019,2B,P,1100,1300,"",2020-10-10T12:10:11Z
7,2020-10-17,26986,3B,T,1330,1630,Dm,2020-10-10T12:10:11Z
7,2020-10-17,33674,3C,P,1700,1800,"",2020-10-10T12:10:11Z
7,2020-10-17,36799,4B,P,1830,1930,EM,2020-10-10T12:10:11Z
7,2020-10-17,23237,4C,F,2400,2400,"",2020-10-10T12:10:11Z
7,2020-10-18,22394,1F,F,30,30,"",2020-10-11T13:01:06Z
7,2020-10-18,21769,1S,T,100,130,"",2020-10-11T13:01:06Z
7,2020-10-18,22074,1A,P,200,230,"",2020-10-11T13:01:06Z
7,2020-10-18,20858,4,F,400,400,"",2020-10-11T13:01:06Z
7,2020-10-18,20460,1B,T,430,730,Om,2020-10-11T13:01:06Z
7,2020-10-18,27157,2F,P,800,900,"",2020-10-11T13:01:06Z
7,2020-10-18,28838,2A,P,930,1030,"",2020-10-11T13:01:06Z
7,2020-10-18,29159,2B,P,1100,1300,DM,2020-10-11T13:01:06Z
7,2020-10-18,28071,3B,T,1330,1630,Dm,2020-10-11T13:01:06Z
7,2020-10-18,35315,3C,P,1700,1800,"",2020-10-11T13:01:06Z
7,2020-10-18,37789,4B,P,1830,1930,EM,2020-10-11T13:01:06Z
7,2020-10-18,22993,4C,F,2400,2400,"",2020-10-11T13:01:06Z
7,2020-10-19,22049,1F,F,30,30,"",2020-10-12T12:01:55Z
7,2020-10-19,21483,1S,T,100,130,"",2020-10-12T12:01:55Z
7,2020-10-19,22071,1A,P,200,230,"",2020-10-12T12:01:55Z
7,2020-10-19,21123,4,F,400,400,"",2020-10-12T12:01:55Z
7,2020-10-19,21032,1B,T,430,730,Om,2020-10-12T12:01:55Z
7,2020-10-19,34468,2F,P,800,900,"",2020-10-12T12:01:55Z
7,2020-10-19,34712,2A,P,930,1030,DM,2020-10-12T12:01:55Z
7,2020-10-19,33633,2B,P,1100,1300,"",2020-10-12T12:01:55Z
7,2020-10-19,32191,3B,T,1330,1630,Dm,2020-10-12T12:01:55Z
7,2020-10-19,38431,3C,P,1700,1800,"",2020-10-12T12:01:55Z
7,2020-10-19,40946,4B,P,1830,1930,EM,2020-10-12T12:01:55Z
7,2020-10-19,23521,4C,F,2400,2400,"",2020-10-12T12:01:55Z
7,2020-10-20,21799,1F,F,30,30,"",2020-10-13T13:43:29Z
7,2020-10-20,21129,1S,T,100,130,"",2020-10-13T13:43:29Z
7,2020-10-20,21459,1A,P,200,230,"",2020-10-13T13:43:29Z
7,2020-10-20,20439,4,F,400,400,"",2020-10-13T13:43:29Z
7,2020-10-20,20299,1B,T,430,730,Om,2020-10-13T13:43:29Z
7,2020-10-20,33476,2F,P,800,900,"",2020-10-13T13:43:29Z
7,2020-10-20,33634,2A,P,930,1030,DM,2020-10-13T13:43:29Z
7,2020-10-20,32722,2B,P,1100,1300,"",2020-10-13T13:43:29Z
7,2020-10-20,31426,3B,T,1330,1630,Dm,2020-10-13T13:43:29Z
7,2020-10-20,37313,3C,P,1700,1800,"",2020-10-13T13:43:29Z
7,2020-10-20,39228,4B,P,1830,1930,EM,2020-10-13T13:43:29Z
7,2020-10-20,22415,4C,F,2400,2400,"",2020-10-13T13:43:29Z
7,2020-10-21,22267,1F,F,30,30,"",2020-10-14T13:31:08Z
7,2020-10-21,21581,1S,T,100,130,"",2020-10-14T13:31:08Z
7,2020-10-21,21888,1A,P,200,230,"",2020-10-14T13:31:08Z
7,2020-10-21,20715,4,F,400,400,"",2020-10-14T13:31:08Z
7,2020-10-21,20608,1B,T,430,730,Om,2020-10-14T13:31:08Z
7,2020-10-21,34460,2F,P,800,900,DM,2020-10-14T13:31:08Z
7,2020-10-21,34407,2A,P,930,1030,"",2020-10-14T13:31:08Z
7,2020-10-21,33698,2B,P,1100,1300,"",2020-10-14T13:31:08Z
7,2020-10-21,32676,3B,T,1330,1630,Dm,2020-10-14T13:31:08Z
7,2020-10-21,38356,3C,P,1700,1800,"",2020-10-14T13:31:08Z
7,2020-10-21,40760,4B,P,1830,1930,EM,2020-10-14T13:31:08Z
7,2020-10-21,23943,4C,F,2400,2400,"",2020-10-14T13:31:08Z
7,2020-10-22,22822,1F,F,30,30,"",2020-10-15T14:06:07Z
7,2020-10-22,22133,1S,T,100,130,"",2020-10-15T14:06:07Z
7,2020-10-22,22579,1A,P,200,230,"",2020-10-15T14:06:07Z
7,2020-10-22,21884,4,F,400,400,"",2020-10-15T14:06:07Z
7,2020-10-22,21811,1B,T,430,730,Om,2020-10-15T14:06:07Z
7,2020-10-22,35018,2F,P,800,900,DM,2020-10-15T14:06:07Z
7,2020-10-22,34977,2A,P,930,1030,"",2020-10-15T14:06:07Z
7,2020-10-22,34317,2B,P,1100,1300,"",2020-10-15T14:06:07Z
7,2020-10-22,33699,3B,T,1330,1630,Dm,2020-10-15T14:06:07Z
7,2020-10-22,38725,3C,P,1700,1800,"",2020-10-15T14:06:07Z
7,2020-10-22,40882,4B,P,1830,1930,EM,2020-10-15T14:06:07Z
7,2020-10-22,24531,4C,F,2400,2400,"",2020-10-15T14:06:07Z
7,2020-10-23,22209,1F,F,30,30,"",2020-10-16T11:07:59Z
7,2020-10-23,21327,1S,T,100,130,"",2020-10-16T11:07:59Z
7,2020-10-23,21719,1A,P,200,230,"",2020-10-16T11:07:59Z
7,2020-10-23,20795,4,F,400,400,Om,2020-10-16T11:07:59Z
7,2020-10-23,20840,1B,T,430,730,"",2020-10-16T11:07:59Z
7,2020-10-23,33844,2F,P,800,900,DM,2020-10-16T11:07:59Z
7,2020-10-23,33709,2A,P,930,1030,"",2020-10-16T11:07:59Z
7,2020-10-23,32661,2B,P,1100,1300,"",2020-10-16T11:07:59Z
7,2020-10-23,31300,3B,T,1330,1630,Dm,2020-10-16T11:07:59Z
7,2020-10-23,35541,3C,P,1700,1800,"",2020-10-16T11:07:59Z
7,2020-10-23,38602,4B,P,1830,1930,EM,2020-10-16T11:07:59Z
7,2020-10-23,23166,4C,F,2400,2400,"",2020-10-16T11:07:59Z
7,2020-10-24,22727,1F,F,30,30,"",2020-10-17T10:28:30Z
7,2020-10-24,21946,1S,T,100,130,"",2020-10-17T10:28:30Z
7,2020-10-24,22486,1A,P,200,230,"",2020-10-17T10:28:30Z
7,2020-10-24,21073,4,F,400,400,"",2020-10-17T10:28:30Z
7,2020-10-24,20644,1B,T,430,730,Om,2020-10-17T10:28:30Z
7,2020-10-24,29267,2F,P,800,900,"",2020-10-17T10:28:30Z
7,2020-10-24,30161,2A,P,930,1030,DM,2020-10-17T10:28:30Z
7,2020-10-24,29359,2B,P,1100,1300,"",2020-10-17T10:28:30Z
7,2020-10-24,27922,3B,T,1330,1630,Dm,2020-10-17T10:28:30Z
7,2020-10-24,33882,3C,P,1700,1800,"",2020-10-17T10:28:30Z
7,2020-10-24,34299,4B,P,1830,1930,EM,2020-10-17T10:28:30Z
7,2020-10-24,21840,4C,F,2400,2400,"",2020-10-17T10:28:30Z
7,2020-10-25,19964,1F,F,30,30,"",2020-10-18T10:14:51Z
7,2020-10-25,19196,1S,T,100,130,"",2020-10-18T10:14:51Z
7,2020-10-25,19535,1A,P,100,230,"",2020-10-18T10:14:51Z
7,2020-10-25,18303,03,F,300,300,"",2020-10-18T10:14:51Z
7,2020-10-25,17519,4,F,400,400,"",2020-10-18T10:14:51Z
7,2020-10-25,17409,1B,T,430,730,Om,2020-10-18T10:14:51Z
7,2020-10-25,24820,2F,P,800,900,"",2020-10-18T10:14:51Z
7,2020-10-25,25309,2A,P,930,1030,"",2020-10-18T10:14:51Z
7,2020-10-25,26330,2B,P,1100,1300,DM,2020-10-18T10:14:51Z
7,2020-10-25,26217,3B,T,1330,1630,Dm,2020-10-18T10:14:51Z
7,2020-10-25,34083,DP,P,1700,1930,EM,2020-10-18T10:14:51Z
7,2020-10-25,28437,4B,F,2100,2100,"",2020-10-18T10:14:51Z
7,2020-10-25,21598,4C,F,2400,2400,"",2020-10-18T10:14:51Z
7,2020-10-26,22095,1F,F,30,30,"",2020-10-19T09:56:37Z
7,2020-10-26,22262,1A,P,100,230,"",2020-10-19T09:56:37Z
7,2020-10-26,20710,03,F,300,300,"",2020-10-19T09:56:37Z
7,2020-10-26,20300,4,F,400,400,Om,2020-10-19T09:56:37Z
7,2020-10-26,20319,1B,T,430,730,"",2020-10-19T09:56:37Z
7,2020-10-26,32940,2F,P,800,900,"",2020-10-19T09:56:37Z
7,2020-10-26,33011,2A,P,930,1030,DM,2020-10-19T09:56:37Z
7,2020-10-26,32707,2B,P,1100,1300,"",2020-10-19T09:56:37Z
7,2020-10-26,31573,3B,T,1330,1630,Dm,2020-10-19T09:56:37Z
7,2020-10-26,38850,DP,P,1700,1930,EM,2020-10-19T09:56:37Z
7,2020-10-26,33800,4B,F,2100,2100,"",2020-10-19T09:56:37Z
7,2020-10-26,24088,4C,F,2400,2400,"",2020-10-19T09:56:37Z
7,2020-10-27,23803,1F,F,30,30,"",2020-10-20T11:53:02Z
7,2020-10-27,23947,1A,P,100,230,"",2020-10-20T11:53:02Z
7,2020-10-27,22047,03,F,300,300,"",2020-10-20T11:53:02Z
7,2020-10-27,21419,4,F,400,400,"",2020-10-20T11:53:02Z
7,2020-10-27,21222,1B,T,430,730,Om,2020-10-20T11:53:02Z
7,2020-10-27,32431,2F,P,800,900,"",2020-10-20T11:53:02Z
7,2020-10-27,32454,2A,P,930,1030,DM,2020-10-20T11:53:02Z
7,2020-10-27,32128,2B,P,1100,1300,"",2020-10-20T11:53:02Z
7,2020-10-27,31613,3B,T,1330,1630,Dm,2020-10-20T11:53:02Z
7,2020-10-27,38066,DP,P,1700,1930,EM,2020-10-20T11:53:02Z
7,2020-10-27,33135,4B,F,2100,2100,"",2020-10-20T11:53:02Z
7,2020-10-27,23539,4C,F,2400,2400,"",2020-10-20T11:53:02Z
7,2020-10-28,23223,1F,F,30,30,"",2020-10-21T12:24:04Z
7,2020-10-28,23364,1A,P,100,230,"",2020-10-21T12:24:04Z
7,2020-10-28,21384,03,F,300,300,"",2020-10-21T12:24:04Z
7,2020-10-28,20848,4,F,400,400,"",2020-10-21T12:24:04Z
7,2020-10-28,20781,1B,T,430,730,Om,2020-10-21T12:24:04Z
7,2020-10-28,32109,2F,P,800,900,"",2020-10-21T12:24:04Z
7,2020-10-28,32349,2A,P,930,1030,DM,2020-10-21T12:24:04Z
7,2020-10-28,31484,2B,P,1100,1300,"",2020-10-21T12:24:04Z
7,2020-10-28,31010,3B,T,1330,1630,Dm,2020-10-21T12:24:04Z
7,2020-10-28,38089,DP,P,1700,1930,EM,2020-10-21T12:24:04Z
7,2020-10-28,33319,4B,F,2100,2100,"",2020-10-21T12:24:04Z
7,2020-10-28,23817,4C,F,2400,2400,"",2020-10-21T12:24:04Z
7,2020-10-29,23512,1F,F,30,30,"",2020-10-22T13:32:58Z
7,2020-10-29,23656,1A,P,100,230,"",2020-10-22T13:32:58Z
7,2020-10-29,21861,03,F,300,300,"",2020-10-22T13:32:58Z
7,2020-10-29,21114,4,F,400,400,"",2020-10-22T13:32:58Z
7,2020-10-29,20988,1B,T,430,730,Om,2020-10-22T13:32:58Z
7,2020-10-29,32892,2F,P,800,900,"",2020-10-22T13:32:58Z
7,2020-10-29,33039,2A,P,930,1030,DM,2020-10-22T13:32:58Z
7,2020-10-29,32197,2B,P,1100,1300,"",2020-10-22T13:32:58Z
7,2020-10-29,32250,3B,T,1330,1630,Dm,2020-10-22T13:32:58Z
7,2020-10-29,37632,DP,P,1700,1930,EM,2020-10-22T13:32:58Z
7,2020-10-29,33124,4B,F,2100,2100,"",2020-10-22T13:32:58Z
7,2020-10-29,23573,4C,F,2400,2400,"",2020-10-22T13:32:58Z
7,2020-10-30,22283,1F,F,30,30,"",2020-10-23T15:38:56Z
7,2020-10-30,22151,1A,P,100,230,"",2020-10-23T15:38:56Z
7,2020-10-30,20521,03,F,300,300,"",2020-10-23T15:38:56Z
7,2020-10-30,19750,4,F,400,400,"",2020-10-23T15:38:56Z
7,2020-10-30,19726,1B,T,430,730,Om,2020-10-23T15:38:56Z
7,2020-10-30,32542,2F,P,800,900,"",2020-10-23T15:38:56Z
7,2020-10-30,32861,2A,P,930,1030,DM,2020-10-23T15:38:56Z
7,2020-10-30,31564,2B,P,1100,1300,"",2020-10-23T15:38:56Z
7,2020-10-30,31550,3B,T,1330,1630,Dm,2020-10-23T15:38:56Z
7,2020-10-30,37959,DP,P,1700,1930,EM,2020-10-23T15:38:56Z
7,2020-10-30,31478,4B,F,2100,2100,"",2020-10-23T15:38:56Z
7,2020-10-30,23033,4C,F,2400,2400,"",2020-10-23T15:38:56Z
7,2020-10-31,22199,1F,F,30,30,"",2020-10-24T16:09:37Z
7,2020-10-31,21892,1A,P,100,230,"",2020-10-24T16:09:37Z
7,2020-10-31,19504,03,F,300,300,"",2020-10-24T16:09:37Z
7,2020-10-31,18766,4,F,400,400,"",2020-10-24T16:09:37Z
7,2020-10-31,18521,1B,T,430,730,Om,2020-10-24T16:09:37Z
7,2020-10-31,26407,2F,P,800,900,"",2020-10-24T16:09:37Z
7,2020-10-31,27066,2A,P,930,1030,DM,2020-10-24T16:09:37Z
7,2020-10-31,26739,2B,P,1100,1300,"",2020-10-24T16:09:37Z
7,2020-10-31,26857,3B,T,1330,1630,Dm,2020-10-24T16:09:37Z
7,2020-10-31,34024,DP,P,1700,1930,EM,2020-10-24T16:09:37Z
7,2020-10-31,27983,4B,F,2100,2100,"",2020-10-24T16:09:37Z
7,2020-10-31,21578,4C,F,2400,2400,"",2020-10-24T16:09:37Z
7,2020-11-01,21009,1F,F,30,30,"",2020-10-25T15:56:08Z
7,2020-11-01,20585,1A,P,100,230,"",2020-10-25T15:56:08Z
7,2020-11-01,18268,03,F,300,300,"",2020-10-25T15:56:08Z
7,2020-11-01,17242,4,F,400,400,"",2020-10-25T15:56:08Z
7,2020-11-01,16515,1B,T,430,730,Om,2020-10-25T15:56:08Z
7,2020-11-01,22266,2F,P,800,900,"",2020-10-25T15:56:08Z
7,2020-11-01,24023,2A,P,930,1030,"",2020-10-25T15:56:08Z
7,2020-11-01,25132,2B,P,1100,1300,DM,2020-10-25T15:56:08Z
7,2020-11-01,25793,3B,T,1330,1630,Dm,2020-10-25T15:56:08Z
7,2020-11-01,33841,DP,P,1700,1930,EM,2020-10-25T15:56:08Z
7,2020-11-01,28199,4B,F,2100,2100,"",2020-10-25T15:56:08Z
7,2020-11-01,19757,4C,F,2400,2400,"",2020-10-25T15:56:08Z
7,2020-11-02,19779,1F,F,30,30,"",2020-10-26T13:57:42Z
7,2020-11-02,19390,1A,P,100,230,"",2020-10-26T13:57:42Z
7,2020-11-02,17744,03,F,300,300,"",2020-10-26T13:57:42Z
7,2020-11-02,16984,4,F,400,400,Om,2020-10-26T13:57:42Z
7,2020-11-02,17062,1B,T,430,730,"",2020-10-26T13:57:42Z
7,2020-11-02,30813,2F,P,800,900,"",2020-10-26T13:57:42Z
7,2020-11-02,31208,2A,P,930,1030,DM,2020-10-26T13:57:42Z
7,2020-11-02,30397,2B,P,1100,1300,"",2020-10-26T13:57:42Z
7,2020-11-02,30606,3B,T,1330,1630,Dm,2020-10-26T13:57:42Z
7,2020-11-02,38827,DP,P,1700,1930,EM,2020-10-26T13:57:42Z
7,2020-11-02,33034,4B,F,2100,2100,"",2020-10-26T13:57:42Z
7,2020-11-02,22345,4C,F,2400,2400,"",2020-10-26T13:57:42Z
7,2020-11-03,21709,1F,F,30,30,"",2020-10-27T10:24:55Z
7,2020-11-03,21315,1A,P,100,230,"",2020-10-27T10:24:55Z
